Wavenumber,Absorbance
1386.69364,0.07595
1384.63317,0.07237
1382.57271,0.06847
1380.51224,0.06413
1378.45178,0.05965
1376.39131,0.05520
1374.33084,0.05056
1372.27038,0.04619
1370.20991,0.04248
1368.14945,0.03904
1366.08898,0.03594
1364.02851,0.03314
1361.96805,0.03044
1359.90758,0.02811
1357.84712,0.02617
1355.78665,0.02444
1353.72618,0.02293
1351.66572,0.02170
1349.60525,0.02069
1347.54479,0.01982
1345.48432,0.01899
1343.42385,0.01820
1341.36339,0.01748
1339.30292,0.01690
1337.24246,0.01665
1335.18199,0.01680
1333.12152,0.01731
1331.06106,0.01817
1329.00059,0.01941
1326.94013,0.02112
1324.87966,0.02344
1322.81919,0.02632
1320.75873,0.02965
1318.69826,0.03355
1316.63780,0.03792
1314.57733,0.04243
1312.51686,0.04689
1310.45640,0.05114
1308.39593,0.05511
1306.33547,0.05889
1304.27500,0.06253
1302.21453,0.06622
1300.15407,0.06995
1298.09360,0.07346
1296.03314,0.07659
1293.97267,0.07931
1291.91220,0.08177
1289.85174,0.08405
1287.79127,0.08630
1285.73081,0.08883
1283.67034,0.09186
1281.60987,0.09536
1279.54941,0.09928
1277.48894,0.10339
1275.42847,0.10713
1273.36801,0.10996
1271.30754,0.11160
1269.24708,0.11206
1267.18661,0.11157
1265.12614,0.11073
1263.06568,0.11042
1261.00521,0.11130
1258.94475,0.11325
1256.88428,0.11571
1254.82381,0.11817
1252.76335,0.12028
1250.70288,0.12196
1248.64242,0.12304
1246.58195,0.12354
1244.52148,0.12361
1242.46102,0.12318
1240.40055,0.12228
1238.34009,0.12106
1236.27962,0.11945
1234.21915,0.11747
1232.15869,0.11529
1230.09822,0.11308
1228.03776,0.11097
1225.97729,0.10903
1223.91682,0.10729
1221.85636,0.10577
1219.79589,0.10441
1217.73543,0.10305
1215.67496,0.10147
1213.61449,0.09957
1211.55403,0.09730
1209.49356,0.09466
1207.43310,0.09173
1205.37263,0.08857
1203.31216,0.08540
1201.25170,0.08234
1199.19123,0.07922
1197.13077,0.07612
1195.07030,0.07355
1193.00983,0.07194
1190.94937,0.07171
1188.88890,0.07323
1186.82844,0.07656
1184.76797,0.08083
1182.70750,0.08443
1180.64704,0.08617
1178.58657,0.08571
1176.52611,0.08316
1174.46564,0.07910
1172.40517,0.07440
1170.34471,0.06969
1168.28424,0.06517
1166.22378,0.06098
1164.16331,0.05728
1162.10284,0.05413
1160.04238,0.05162
1157.98191,0.04996
1155.92144,0.04904
1153.86098,0.04842
1151.80051,0.04801
1149.74005,0.04787
1147.67958,0.04794
1145.61911,0.04834
1143.55865,0.04945
1141.49818,0.05140
1139.43772,0.05365
1137.37725,0.05530
1135.31678,0.05564
1133.25632,0.05427
1131.19585,0.05148
1129.13539,0.04790
1127.07492,0.04419
1125.01445,0.04096
1122.95399,0.03846
1120.89352,0.03670
1118.83306,0.03612
1116.77259,0.03732
1114.71212,0.04024
1112.65166,0.04381
1110.59119,0.04650
1108.53073,0.04710
1106.47026,0.04539
1104.40979,0.04202
1102.34933,0.03809
1100.28886,0.03454
1098.22840,0.03161
1096.16793,0.02914
1094.10746,0.02698
1092.04700,0.02508
1089.98653,0.02347
1087.92607,0.02211
1085.86560,0.02079
1083.80513,0.01948
1081.74467,0.01823
1079.68420,0.01703
1077.62374,0.01594
1075.56327,0.01488
1073.50280,0.01386
1071.44234,0.01305
1069.38187,0.01237
1067.32141,0.01163
1065.26094,0.01087
1063.20047,0.01021
1061.14001,0.00964
1059.07954,0.00912
1057.01908,0.00868
1054.95861,0.00831
1052.89814,0.00794
1050.83768,0.00762
1048.77721,0.00735
1046.71675,0.00705
1044.65628,0.00673
1042.59581,0.00634
1040.53535,0.00583
1038.47488,0.00534
1036.41441,0.00498
1034.35395,0.00466
1032.29348,0.00425
1030.23302,0.00377
1028.17255,0.00323
1026.11208,0.00269
1024.05162,0.00226
1021.99115,0.00190
1019.93069,0.00159
1017.87022,0.00139
1015.80975,0.00123
1013.74929,0.00104
1011.68882,0.00073
1009.62836,0.00039
1007.56789,0.00019
1005.50742,0.00029
1003.44696,0.00068
1001.38649,0.00102
999.32603,0.00094
997.26556,0.00058
995.20509,0.00021
993.14463,0.00000
991.08416,-0.00025
989.02370,-0.00047
986.96323,-0.00070
984.90276,-0.00084
982.84230,-0.00093
980.78183,-0.00098
978.72137,-0.00100
976.66090,-0.00116
974.60043,-0.00137
972.53997,-0.00147
970.47950,-0.00154
968.41904,-0.00161
966.35857,-0.00169
964.29810,-0.00169
962.23764,-0.00156
960.17717,-0.00130
958.11671,-0.00096
956.05624,-0.00060
953.99577,-0.00016
951.93531,0.00034
949.87484,0.00091
947.81438,0.00172
945.75391,0.00286
943.69344,0.00458
941.63298,0.00721
939.57251,0.01057
937.51205,0.01408
935.45158,0.01783
933.39111,0.02307
931.33065,0.03012
929.27018,0.03646
927.20972,0.03852
925.14925,0.03560
923.08878,0.03046
921.02832,0.02605
918.96785,0.02328
916.90738,0.02161
914.84692,0.02058
912.78645,0.02016
910.72599,0.02009
908.66552,0.02014
906.60505,0.02026
904.54459,0.02046
902.48412,0.02082
900.42366,0.02124
898.36319,0.02150
896.30272,0.02168
894.24226,0.02200
892.18179,0.02254
890.12133,0.02300
888.06086,0.02333
886.00039,0.02372
883.93993,0.02417
881.87946,0.02472
879.81900,0.02539
877.75853,0.02590
875.69806,0.02614
873.63760,0.02640
871.57713,0.02683
869.51667,0.02728
867.45620,0.02776
865.39573,0.02816
863.33527,0.02829
861.27480,0.02832
859.21434,0.02853
857.15387,0.02878
855.09340,0.02882
853.03294,0.02877
850.97247,0.02880
848.91201,0.02872
846.85154,0.02832
844.79107,0.02777
842.73061,0.02739
840.67014,0.02702
838.60968,0.02651
836.54921,0.02596
834.48874,0.02541
832.42828,0.02480
830.36781,0.02412
828.30735,0.02336
826.24688,0.02240
824.18641,0.02143
822.12595,0.02063
820.06548,0.01982
818.00502,0.01879
815.94455,0.01765
813.88408,0.01667
811.82362,0.01588
809.76315,0.01523
807.70269,0.01462
805.64222,0.01399
803.58175,0.01326
801.52129,0.01224
799.46082,0.01101
797.40036,0.00978
795.33989,0.00878
793.27942,0.00806
791.21896,0.00748
789.15849,0.00705
787.09802,0.00669
785.03756,0.00607
782.97709,0.00517
780.91663,0.00419
778.85616,0.00318
776.79569,0.00229
774.73523,0.00157
772.67476,0.00114
770.61430,0.00162
768.55383,0.00362
766.49336,0.00786
764.43290,0.01577
762.37243,0.03011
760.31197,0.05197
758.25150,0.07484
756.19103,0.08621
754.13057,0.08046
752.07010,0.06501
750.00964,0.04943
747.94917,0.03730
745.88870,0.02844
743.82824,0.02218
741.76777,0.01827
739.70731,0.01643
737.64684,0.01595
735.58637,0.01611
733.52591,0.01638
731.46544,0.01623
729.40498,0.01543
727.34451,0.01430
725.28404,0.01309
723.22358,0.01164
721.16311,0.01025
719.10265,0.00926
717.04218,0.00785
714.98171,0.00542
712.92125,0.00278
710.86078,0.00081
708.80032,0.00000
706.73985,0.00082
704.67938,0.00360
702.61892,0.00732
700.55845,0.01060
698.49799,0.01330
696.43752,0.01694
694.37705,0.02352
692.31659,0.03263
690.25612,0.04075
688.19566,0.04657
686.13519,0.05505
684.07472,0.07184
682.01426,0.09212
679.95379,0.10204
677.89333,0.09757
675.83286,0.08753
673.77239,0.07863
671.71193,0.07198
669.65146,0.06637
667.59099,0.06016
665.53053,0.05449
663.47006,0.04968
661.40960,0.04516
659.34913,0.04110
657.28866,0.03738
655.22820,0.03405
653.16773,0.03105
651.10727,0.02844
649.04680,0.02654
646.98633,0.02507
644.92587,0.02349
642.86540,0.02159
640.80494,0.01945
638.74447,0.01752
636.68400,0.01617
634.62354,0.01502
632.56307,0.01363
630.50261,0.01231
628.44214,0.01148
626.38167,0.01111
624.32121,0.01109
622.26074,0.01126
620.20028,0.01169
618.13981,0.01273
616.07934,0.01412
614.01888,0.01461
611.95841,0.01406
609.89795,0.01356
607.83748,0.01349
605.77701,0.01379
603.71655,0.01465
601.65608,0.01578
599.59562,0.01662
597.53515,0.01704
595.47468,0.01683
593.41422,0.01586
591.35375,0.01443
589.29329,0.01340
587.23282,0.01390
585.17235,0.01623
583.11189,0.01927
581.05142,0.02074
578.99096,0.01912
576.93049,0.01547
574.87002,0.01214
572.80956,0.01022
570.74909,0.00914
568.68863,0.00823
566.62816,0.00749
564.56769,0.00698
562.50723,0.00645
560.44676,0.00561
558.38630,0.00476
556.32583,0.00421
554.26536,0.00362
552.20490,0.00279
550.14443,0.00182
548.08396,0.00082
546.02350,0.00000
543.96303,-0.00032
541.90257,0.00002
539.84210,0.00088
537.78163,0.00222
535.72117,0.00342
533.66070,0.00437
531.60024,0.00590
529.53977,0.00824
527.47930,0.01102
525.41884,0.01386
523.35837,0.01664
521.29791,0.01958
519.23744,0.02229
517.17697,0.02413
515.11651,0.02532
513.05604,0.02558
510.99558,0.02478
508.93511,0.02394
506.87464,0.02350
504.81418,0.02304
502.75371,0.02252
500.69325,0.02229
498.63278,0.02155
496.57231,0.01981
494.51185,0.01857
492.45138,0.01850
490.39092,0.01775
488.33045,0.01565
486.26998,0.01362
484.20952,0.01229
482.14905,0.01156
480.08859,0.01132
478.02812,0.01083
475.96765,0.00985
473.90719,0.00886
471.84672,0.00776
469.78626,0.00652
467.72579,0.00553
465.66532,0.00485
463.60486,0.00381
461.54439,0.00218
459.48393,0.00081
457.42346,0.00053
455.36299,0.00144
453.30253,0.00282
451.24206,0.00424
449.18160,0.00573
447.12113,0.00717
445.06066,0.00890
443.00020,0.01091
440.93973,0.01102
438.87927,0.00972
436.81880,0.00960
434.75833,0.01060
432.69787,0.01237
430.63740,0.01497
428.57694,0.01685
426.51647,0.01715
424.45600,0.01674
422.39554,0.01576
420.33507,0.01359
418.27460,0.01064
416.21414,0.00857
414.15367,0.00684
412.09321,0.00572
410.03274,0.00599
407.97227,0.00537
405.91181,0.00256
403.85134,0.00025
401.79088,-0.00013
399.73041,0.00000
